engliv0c03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,239,BAD,eng,liv,16,1665513497.736,1665513564.42
engliv0c03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,362,TGT,eng,liv,16,1665513565.015,1665513605.096
engliv0c03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,214,TGT,eng,liv,33,1665513605.652,1665513649.457
engliv0c03,generaltest2022.en-liv.ref.A.liv.txt,192,TGT,eng,liv,33,1665513650.02,1665513721.292
engliv0c03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,280,TGT,eng,liv,50,1665513722.18,1665513747.471
engliv0c03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,255,TGT,eng,liv,16,1665513748.146,1665513764.897
engliv0c03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,255,BAD,eng,liv,7,1665513765.772,1665513781.347
engliv0c03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,58,TGT,eng,liv,16,1665513782.379,1665513807.777
engliv0c03,generaltest2022.en-liv.ref.A.liv.txt,268,TGT,eng,liv,33,1665513808.581,1665513866.474
engliv0c03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,58,TGT,eng,liv,24,1665513867.265,1665513885.25
engliv0c03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,255,TGT,eng,liv,33,1665513885.934,1665513922.403
engliv0c03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,239,TGT,eng,liv,0,1665513923.123,1665513951.108
engliv0c03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,192,TGT,eng,liv,33,1665513952.074,1665513995.027
engliv0c03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,255,TGT,eng,liv,8,1665513995.679,1665514052.696
engliv0c03,generaltest2022.en-liv.ref.A.liv.txt,42,TGT,eng,liv,67,1665514054.098,1665514071.095
engliv0c03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,58,TGT,eng,liv,16,1665514071.899,1665514127.017
