personal-general-418	1	1
personal-general-465	1	1
personal-general-281	1	1
personal-housing-5	1	1
personal-general-214	1	1
unknown-29	1	2
unknown-52	1	3
personal-general-268	1	1
other-86	1	1
other-22	1	1
personal-general-29	1	1
other-6	1	1
other-110	1	1
news-31	1	1
other-33	1	1
personal-general-124	1	1
personal-general-348	1	5
personal-general-500	1	1
personal-general-31	1	1
personal-housing-38	1	1
news-22	1	1
personal-general-372	1	1
personal-job-0	1	1
personal-general-125	1	1
personal-general-337	1	1
personal-general-85	1	1
personal-general-198	1	1
other-54	1	1
personal-general-79	1	6
personal-general-408	1	1
other-20	1	1
personal-health-5	1	1
personal-general-133	1	1
personal-general-354	1	1
personal-general-488	1	1
personal-general-392	1	1
personal-general-407	1	1
personal-general-95	1	1
other-117	1	1
personal-health-21	1	1
personal-general-496	1	1
personal-housing-27	1	6
other-11	1	1
personal-general-289	1	1
unknown-39	1	1
personal-general-512	1	1
personal-general-290	1	1
personal-war_politics-4	1	1
personal-general-456	1	1
personal-general-513	1	1
personal-general-20	1	1
personal-general-9	1	1
other-55	1	1
personal-general-83	1	1
personal-housing-9	1	4
personal-job-43	1	3
other-103	1	1
personal-general-77	1	1
personal-travelling-2	1	1
personal-general-233	1	5
personal-general-7	1	1
unknown-20	4	14
personal-general-70	1	3
personal-general-40	1	1
personal-general-355	1	1
other-69	1	1
other-48	1	1
personal-general-234	1	1
other-134	1	1
personal-general-107	1	1
personal-general-475	1	1
personal-general-533	1	2
personal-travelling-5	1	1
unknown-41	1	7
other-116	1	1
personal-general-487	1	1
other-74	1	1
personal-general-480	1	1
personal-general-261	1	7
personal-general-375	1	4
personal-housing-32	1	2
unknown-38	1	8
other-124	1	2
personal-general-449	1	1
personal-general-165	1	1
personal-school-10	1	4
personal-general-505	1	1
other-19	1	5
news-general-2	1	1
unknown-5	31	41
other-38	1	1
personal-general-75	1	1
personal-general-299	1	3
formal-12	1	1
other-135	1	5
personal-general-28	1	1
personal-job-16	1	4
personal-general-347	1	1
other-58	1	1
personal-school-2	1	1
personal-general-106	1	1
personal-travelling-0	1	1
personal-general-39	1	1
news-general-0	1	1
personal-general-153	1	2
personal-general-507	1	1
personal-general-288	1	1
personal-general-271	1	2
personal-general-224	1	1
personal-job-33	1	3
personal-general-37	1	1
other-27	1	1
other-42	1	1
personal-general-518	1	1
personal-general-307	1	2
personal-general-317	1	1
personal-general-479	1	1
personal-general-209	1	1
news-34	6	16
personal-general-270	1	1
personal-general-430	1	1
news-5	8	18
personal-general-65	1	1
personal-general-63	1	1
personal-general-274	1	1
other-17	1	1
personal-travelling-13	1	3
personal-general-532	1	1
personal-general-461	1	1
personal-general-538	1	1
personal-housing-14	1	1
personal-general-179	1	1
personal-general-344	1	1
personal-general-189	1	1
unknown-8	4	14
other-64	1	1
personal-job-29	1	7
personal-job-10	1	2
personal-general-152	1	1
personal-general-129	1	1
personal-general-471	1	6
personal-general-482	1	1
personal-general-2	1	1
personal-general-115	1	1
personal-general-96	1	1
other-130	1	1
personal-general-312	1	1
personal-general-522	1	1
personal-general-371	1	1
other-25	1	1
unknown-57	1	3
news-2	1	10
personal-general-215	1	1
personal-general-388	1	1
other-76	1	1
personal-general-141	1	1
personal-general-67	1	1
personal-general-265	1	1
personal-general-213	1	1
other-28	1	1
personal-housing-22	1	1
personal-war_politics-1	1	2
personal-general-237	1	1
personal-general-395	1	1
news-12	5	15
personal-general-212	1	2
personal-travelling-8	1	1
unknown-18	1	5
personal-general-27	1	1
personal-general-87	1	1
personal-general-319	1	4
personal-general-373	1	1
personal-job-27	1	2
personal-general-473	1	3
news-29	6	16
personal-general-162	1	1
personal-general-21	1	1
personal-general-177	1	1
other-77	1	1
personal-health-6	1	1
personal-general-451	1	1
personal-general-134	1	1
personal-general-411	1	1
personal-general-318	1	1
personal-general-472	1	2
personal-general-269	1	1
other-101	1	1
other-12	1	1
personal-general-517	1	1
personal-general-363	1	1
personal-general-435	1	1
personal-general-445	1	1
personal-general-340	1	3
news-war_politics-1	1	7
other-15	1	1
personal-general-91	1	1
personal-general-426	1	3
personal-general-242	1	1
personal-general-3	1	3
personal-general-103	1	1
other-92	1	1
personal-general-4	1	1
other-60	1	1
personal-general-417	1	1
other-56	1	3
news-13	1	2
personal-general-295	1	1
personal-general-192	1	1
other-82	1	2
personal-general-86	1	2
other-100	1	1
personal-general-58	1	1
personal-general-431	1	1
personal-general-293	1	1
other-52	1	1
personal-general-326	1	1
personal-general-208	1	1
personal-travelling-3	1	1
personal-general-394	1	1
personal-general-175	1	1
personal-general-195	1	1
personal-housing-16	1	1
personal-general-380	1	5
personal-health-17	1	3
personal-job-7	1	3
personal-general-163	1	1
personal-general-54	1	1
personal-general-231	1	1
personal-housing-20	1	2
personal-general-361	1	1
personal-general-333	1	3
personal-general-304	1	2
personal-general-88	1	1
news-general-3	1	2
personal-general-19	1	1
other-0	1	1
personal-general-199	1	1
personal-general-311	1	3
personal-job-38	1	3
personal-general-218	1	1
personal-health-11	1	2
personal-general-540	1	4
personal-housing-15	1	1
personal-general-321	1	1
personal-general-183	1	1
news-32	1	8
personal-general-166	1	1
personal-general-509	1	1
other-79	1	1
personal-health-16	1	1
personal-general-246	1	1
personal-general-358	1	1
formal-0	2	12
unknown-22	4	14
unknown-35	1	2
personal-general-10	1	1
personal-general-421	1	1
other-95	1	3
news-8	1	11
unknown-27	1	8
personal-general-201	1	2
personal-housing-1	1	2
other-129	1	3
personal-general-258	1	1
personal-general-251	1	1
other-29	1	1
personal-general-457	1	1
other-127	1	2
personal-general-483	1	1
unknown-40	1	9
personal-general-324	1	1
unknown-2	5	15
personal-job-19	1	2
personal-general-511	1	2
unknown-55	1	2
personal-general-174	1	1
personal-general-439	1	1
personal-job-13	1	3
personal-travelling-6	1	1
personal-general-172	1	1
personal-general-46	1	1
personal-general-528	1	3
personal-general-300	1	1
other-96	1	1
personal-general-196	1	1
personal-general-469	1	4
personal-general-238	1	1
personal-housing-0	1	5
personal-general-452	1	1
personal-general-508	1	1
formal-general-1	1	1
personal-general-390	1	3
personal-general-197	1	1
personal-general-204	1	1
personal-general-531	1	1
other-91	1	1
personal-housing-11	1	1
other-90	1	4
personal-housing-13	1	1
personal-school-11	1	6
personal-general-8	1	1
personal-general-455	1	1
personal-general-297	1	1
personal-job-22	1	1
personal-general-44	1	1
personal-housing-2	1	1
personal-general-399	1	1
unknown-23	1	5
personal-general-149	1	6
personal-general-384	1	3
other-13	1	1
personal-general-254	1	1
personal-health-19	1	2
other-107	1	1
personal-school-7	1	1
personal-general-440	1	1
personal-general-72	1	2
personal-job-30	1	2
personal-job-3	1	1
formal-11	1	1
personal-general-15	1	3
other-39	1	1
personal-general-382	1	1
personal-general-227	1	1
personal-general-244	1	1
personal-general-278	1	2
personal-general-71	1	1
personal-general-275	1	1
personal-general-222	1	1
personal-housing-18	1	1
personal-general-190	1	1
unknown-46	1	11
other-93	1	2
personal-general-184	1	2
personal-general-119	1	1
other-40	1	1
unknown-45	1	2
personal-general-109	1	1
personal-job-21	1	1
personal-general-228	1	1
formal-7	1	1
personal-general-205	1	2
personal-general-292	1	1
personal-general-400	1	1
other-24	1	1
personal-housing-19	1	1
personal-general-116	1	2
personal-general-263	1	4
personal-general-467	1	1
personal-housing-23	1	1
other-4	1	1
personal-general-447	1	2
personal-general-157	1	1
personal-job-37	1	4
personal-general-181	1	1
other-49	1	2
personal-general-352	1	1
personal-general-477	1	1
personal-general-155	1	6
personal-general-24	1	1
other-109	1	1
unknown-51	1	6
news-general-6	1	1
personal-housing-34	1	1
personal-general-490	1	1
personal-general-273	1	1
other-5	1	2
personal-school-0	1	1
other-104	1	1
personal-general-494	1	2
unknown-16	1	4
other-125	1	1
personal-general-294	1	1
personal-general-18	1	1
unknown-33	1	10
