review_grocery+gourmet-food_9_5	1	6
review_musical-instruments_483_2	1	3
review_musical-instruments_12_4	1	5
review_video-games_21_4	1	2
review_patio+lawn+garden_10_4	1	5
review_pet_supplies_23_4	1	3
review_cell-phones+accessories_47_1	1	5
review_toys-and-games_166_1	1	5
review_books_18_4	1	4
review_health+care_19_5	1	4
review_beauty_53_1	1	6
review_sports+outdoors_3_4	1	4
review_grocery+gourmet-food_11_5	1	4
review_beauty_25_5	1	4
review_cd+vinyl_25_5	1	7
review_cd+vinyl_110_1	1	6
review_home+kitchen_24_5	1	3
review_cd+vinyl_8_5	1	3
review_cell-phones+accessories_40_4	1	5
review_movies+TV_439_1	1	7
review_cell-phones+accessories_12_5	1	7
review_pet_supplies_98_2	1	5
review_home+kitchen_185_1	1	5
review_cell-phones+accessories_13_5	1	6
review_sports+outdoors_6_5	1	5
review_pet_supplies_64_5	1	4
review_grocery+gourmet-food_175_2	1	4
review_video-games_20_1	1	5
review_cd+vinyl_113_2	1	4
review_health+care_110_1	1	8
review_movies+TV_252_1	1	7
review_books_311_1	1	9
review_video-games_66_1	1	6
review_toys-and-games_5_4	1	5
review_health+care_119_2	1	7
review_cd+vinyl_12_5	1	4
review_toys-and-games_21_5	1	5
review_cd+vinyl_107_2	1	6
review_sports+outdoors_40_1	1	5
review_toys-and-games_531_2	1	5
review_movies+TV_249_1	1	6
review_toys-and-games_187_1	1	6
review_sports+outdoors_133_1	1	5
review_sports+outdoors_209_1	1	5
review_books_233_1	1	4
review_musical-instruments_53_1	1	5
review_books_302_2	1	5
review_books_77_2	1	6
review_video-games_2_5	1	9
review_video-games_13_5	1	2
review_movies+TV_11_5	1	5
review_pet_supplies_131_2	1	8
review_cd+vinyl_23_5	1	7
review_musical-instruments_24_5	1	6
review_toys-and-games_254_2	1	3
review_cd+vinyl_159_2	1	5
review_books_172_1	1	6
review_movies+TV_274_2	1	7
review_beauty_87_1	1	6
review_grocery+gourmet-food_167_2	1	6
review_patio+lawn+garden_147_2	1	5
review_patio+lawn+garden_334_1	1	6
review_movies+TV_24_5	1	5
review_cell-phones+accessories_127_1	1	3
review_movies+TV_25_5	1	5
review_musical-instruments_25_5	1	5
review_home+kitchen_20_5	1	5
review_home+kitchen_29_2	1	4
review_musical-instruments_3_5	1	5
review_cd+vinyl_17_5	1	4
review_home+kitchen_6_5	1	5
review_video-games_16_5	1	3
review_sports+outdoors_36_5	1	10
abcnews.306776	1	11
abcnews.306755	1	8
seattle_times.7452	1	7
cnn.304404	1	6
cnn.385761	2	12
nytimes.184804	1	11
bbc.381765	1	6
euronews-en.153799	1	10
cnbc.com.6769	1	10
reuters.218933	2	12
telegraph.405408	1	9
abcnews.306764	1	7
scotsman.133801	1	11
cnn.304478	1	6
reuters.218911	1	8
bbc.381760	1	6
reuters.218909	1	10
cbsnews.248394	2	12
bbc.381669	3	13
dailymail.co.uk.298644	1	11
euronews-en.153797	1	7
bbc.381647	1	11
cbsnews.302129	2	12
gateway-zh.135	1	7
telegraph.405413	1	9
foxnews.100074	1	10
seattle_times.7019	1	4
chicago_defender.80	1	6
bbc.381736	1	11
dailymail.co.uk.298602	1	11
reuters.276702	1	11
bbc.381735	1	11
cnn.385803	1	4
dailymail.co.uk.298630	2	12
cnn.304400	1	10
kcal.279	4	14
cbsnews.248484	1	10
cnn.304489	1	11
telegraph.405430	1	9
bbc.381705	4	14
reuters.218921	1	9
